"ORIGIN_STYLE","REPLACE_STYLE"
RJGBRC32,KSABRC88
RJGBRC32,ABBRC86
MO72,HL168
DVF210,RNS2
ANR7,MRR17
LSS8,JG77
VD9,TT180
NK60,SH86
YA88,NK2
MNL133,BM488
NM176,BL30
DVF156,MNR6
PK229,DVF61
NLS31,YA108
LSS34,TA130
GRL21,FP71
SRHNB28,SRHNB38
RL23,TYB79
KS79,MN160
HTC1,CN92
MN60,MN40
HA135,NM129
SH116,PG45
BM309,ADP57
KS79,SA68
CN47,HB50
EF82,BC76
SLN19,SLN2
KSARNG82,KSARNG193
TT73,KS39
BM180,SH206
EJ97,CR34
GJBRC3,EJBRC2
DL66,AX40
EJ199,OC47
LDRFUR1,MN48
DVF155,SH213
ODLRNK100,JS51
LAP18,VW39
MNL114,SA79
EF106,NM129
KP57,TA51
DTP26,ELT26
TA117,NM257
JS33,YK37
TT156,PK142
CAS22,SLN15
TR55,NM161
NM284,CO65
YK17,ML113
MNL41,TA58
NM261,CO56
CD35,GA16
DVF120,KS72
PK180,MN64
MNL51,CS45
AP13,ML57
BDMNK11,NM122
JS119,BM303
PRLPE1,JS22
SWANK20,BAMNK2
JE64,TT164
EJHNK89,TT228
ODLRPE92,ODLRPE152
HA80,RZ3
NLS26,AJY15
DL67,JE55
PA7,BM113
CP2,CN90
ANHPE22,EJ153
PK94,OC23
MNL11,SH123
ABPE17,GO3
YA96,ELHNB9
DVF200,BM269
AP28,BM179
ZACHNB6,KS123
TB204,JS131
LSS17,LSS8
MNL118,BM311
CLO63,MTS10
EF66,SH167
BM280,MNL195
AP29,SA79
BC139,JW6
PR60,OC86
TYB17,KS49
MJPE4,ABPE76
ML101,SH121
JOA13,KK1
GC8,PH35
EF65,BM179
EF82,MN34
JPPE5,EMAPE3
RED1,MB3
BC57,BM110
SW10,BC74
ZACHNB29,ALD46
MNL185,BM471
BM304,BM255
DL173,SB48
EJ30,BC100
BM258,LAP18
SH195,PPC39
BM126,MNL168
LSS15,EDBRC35
NM129,LAP60
DNABRC4,BAMBRC1
NTC1,BC53
SLN11,CS48
SW355,NMK18
JS73,JS40
BM162,HB6
SWNK34,SMDPE12
SW119,SLR15
NK72,SA63
CAS18,BM168
SMDNK2,NK98
PPL16,PR59
VIN23,SW371
NK122,KF44
SW376,BM126
LAP1,RZ10
BM445,INT1
PY19,CN36
HTC22,MNL214
MSGM55,HB38
DTP20,DTP13
CAS20,YA58
CR8,CLO35
LP67,CMO12
BC87,SH106
EJ109,EJ78
TT46,MNL58
CA27,JG24
EJ103,NM143
CR18,SH81
SW163,SLN19
MNL116,MN111
JS88,NM270
RKB6,ANR46
CP17,JW6
CN75,MNL128
SRHNB19,JS134
KP6,CR99
GRL9,NM218
MN3,JW7
TNT27,KS129
JG31,JG32
EF76,EF122
TT119,OS28
YK60,ML193
HB23,NK40
FP16,MN130
EJ75,MW38
FNP28,MNL129
TYB43,MOP9
JS99,JS12
SWABRC92,EJBRC2
HA157,EF97
ELT22,TT85
MN18,CP3
NK65,JG43
CAE7,SLR18
CO36,RKB3
RZ67,TH87
SA83,RAO46
BM143,NM134
TJ25,BC146
EF184,KS115
JOA2,KDSPE48
PK42,PKB2
SWANK91,NOINK11
SRHNB30,HHAHNB7
TA109,NK44
TB166,FP28
NM282,SW164
AT24,NK24
EJ99,EF123
OC54,EJ149
CN47,BM322
JAJ11,JWG39
BM255,MNL12
RM22,EF130
JML3,SA75
AMU99,ML223
MV12,NK37
BM128,BM299
SBAHNB4,KSNK51
LZPE48,PK189
SWAPE10,MN49
HL203,BM162
PG42,EJ185
HB29,NM193
CMO2,HTC2
DVF129,ALC15
MNL113,BM351
EJ144,HA241
VIN67,VIN65
MN17,VIV1
JS124,HA305
BM137,JS11
MNL48,BM162
LDT11,SW408
BC100,MNL83
TH51,TLR17
SECPE1,BAMPE11
CLO63,DVF82
KP27,JS22
MNL188,MN19
BBHNB1,AIHNB12
SB32,SLR4
MNL167,MN56
RZ4,HA173
TB117,SU12
MGN5,EJ62
NC47,MO97
CAE39,LKL85
FP56,RZ38
CT18,MNL17
LAP15,KDSPE54
BL58,RRY3
BC88,BM279
ABPE76,HA246
KJLNK27,KSAHNB133
PPC21,RZ52
LZPE31,CR97
TJ3,AX28
MN67,JS12
KDSPE93,LZPE66
FP1,TNT46
TYB58,CN102
DM42,TA30
BM207,BM377
DLM54,DRD5
HL152,HL159
PK86,BM337
AMR1,SBAHNB25
DVFAHNB15,KS122
MNL138,KP28
RL14,RV10
BM430,BM299
KJLPE34,KJLPE8
EOSCF2,DVF64
ML59,TT50
RRY10,VLV20
DJ17,MOP12
MRR17,BSH12
SWABRC110,BM299
NLS44,MKP17
SBAHNB18,EJHRNG53
HA253,RED40
JS23,NM172
JS74,BM489
BM125,LMC1
NLS1,INT1
ML108,NC84
DVF64,NR38
HL165,BM264
DLF9,JWG7
YK14,LSS5
MHKPE10,BAMPE12
JE9,BDK42
HA258,CN99
ALC19,EF105
NLS16,SA80
BM179,MN40
GRYPE9,BAMPE10
TB205,JE31
BM263,JS22
BAMBRC10,PRLBRC8
HTC1,OC17
TB234,AX102
SB51,ML143
MNL166,NK112
EF124,DJ4
CA30,CVN34
TB210,TMO10
EQ10,EF133
NC61,EJ61
KS180,TNT29
BM412,LAP41
JS14,JS11
SW315,MNL199
HB19,TB205
STO10,BM375
JG61,JSC12
HL158,BM269
CST14,CO53
TB193,FK24
AMU55,OC65
SA63,SH210
TT219,BM226
NL59,CVN19
CN67,BM487
GA7,NLS14
KM3,MNL14
CSAHNB4,RBMKHNB85
SH119,KS55
PK56,DVF196
MNL196,TA126
RT40,LKL53
EJ27,SH121
ALC38,DL155
MN22,GA17
KU3,KU22
MB3,TA17
AHHNB10,SBAHNB19
YK10,YK12
MNL77,BM230
MH3,PK170
BM125,IA24
SW158,SW127
DK4,YA68
MNL114,MNL171
DNJPE7,ABPE11
BM153,NM122
MRW13,NLS20
MN107,BM232
ALC68,ALC44
BM400,DK10
AX11,DJ7
PK91,SH216
PK91,KS141
EJHHNB37,AIHNB3
JS18,TA51
HA117,BM313
HA276,JG94
BM252,BM320
NM222,MNL116
CD36,BM508
KS54,SA94
KS27,SW17
SAL33,RT121
MNL167,MN42
JPPE5,CSAHNB6
JPPE5,CN100
CT30,VIN51
RZ9,MNL170
HA163,CO44
RBMKHNB47,ODLRNK109
DLM5,BRA7
TT165,NM289
SH243,SH251
TA120,LKL25
BM202,MN40
JWG40,SW521
SA63,EF116
TB239,SB65
JW38,SCA4
ZACHNB21,ZACHNB4
KSAPE20,DNJPE80
MQ8,KS36
MNL211,MN158
WDHNB9,BM347
BC68,NM129
BM399,MN54
JLSSNK5,ODLRNK32
BM140,BC53
PK150,CD15
EJ109,CS45
JS18,KS41
MNL119,LKL44
DVF15,HA94
AMU118,DJ22
PR76,EJHPE118
MAR35,DL41
SRHNB24,BM428
SRHNB24,MN40
JS46,NK40
CR112,PPR6
JS31,NM189
HA159,NK34
BM423,BM475
KJLNK25,LFNK18
LKL69,CN100
EF34,HA114
AP28,BM273
JS37,YA98
DLM26,DLM17
BDK7,ML147
SW190,MNL12
BM53,MNL193
EF75,EJ83
SW287,EJ154
NK35,AP20
SWAPE33,JS12
TA24,NK49
JWG11,TT155
RZ49,TT225
NM216,ML143
BM273,KSANK35
DL134,SB45
JG42,NM265
KPL8,CUP7
BM195,BM328
STS33,MNL205
BAMPE23,TA27
RR65,CLO30
SW279,KS93
ASR3,KNZ5
BH26,TT80
FP22,CRY1
JS22,EJ109
KSPE43,LFPE119
CY1,LSS29
LFPE12,SMDPE44
GA1,TLR1
NM166,MN10
NM259,OS24
ELQ7,ELQ18
SPT5,NC83
CY2,EF189
LRHHNB36,DTP10
JE14,LSPE13
NM165,MNL17
NM185,RMB16
DL70,TNT11
DLM18,ZACHNB22
RED18,EF124
MN35,VIN76
OMR2,EF193
DVF47,DVF159
SW168,SW166
YA102,KF9
LR63,TA45
NM118,NC51
JS96,LAP12
SW185,KS98
MNL96,KU36
VIN67,MNR5
GWBPE13,HA321
TH71,JBR3
NM201,DLM32
HL157,YA99
RAO12,MNL3
RAO12,BM261
RM60,RBMKHNB68
BDVCB4,MJBRC27
AP3,SH115
HA311,SAL10
SU22,TYB12
PK32,NK22
EF71,MNL48
KSAPE46,ABPE127
ELQ37,MNL172
JWAHNB3,TB225
MN40,MNL190
TH40,ANR5
BM483,BM351
CLVHNB24,LRHHNB18
SW425,SAL30
PRLBRC7,TYBABRC14
EJ62,GJNK12
BM362,PK160
MGN4,BM264
SW479,AMR29
VD2,ZDV3
TR38,MNL63
RED5,RA08
FRNHNB4,HHAHNB9
HA256,MN54
MN12,CR40
CNRPE8,EF95
ELT21,ADP32
MRW5,HA309
CP6,MNL111
SLR3,TB136
MN61,AX54
DTP29,EJ151
MN8,BM264
STS30,ZACHNB25
JS103,CLO63
ODLRPE142,ODLRRNG126
JW5,DVF50
BBHNB6,SBAHNB10
YK18,SLR17
JS31,PK161
TT127,GBA9
WIS6,CUP41
SH133,BM347
JG61,CAS70
SW241,CR36
AP30,CR21
EF126,SW158
AX70,CLB3
TA47,BM415
BC87,MNL34
CS54,EJ86
CS54,MAC4
SRHNB9,LFBRC6
BM280,BM284
LOPE4,MJPE39
BM224,JSC4
BAMPE19,LMC2
JS74,JS20
JS121,NM172
AX5,EJ60
AX5,SW282
TT146,CUP12
SRHNB14,KSHNB28
SW85,MNL168
RZ18,SA70
BAMPE2,NK22
EF33,ML100
TT51,LP10
BC88,HA158
PK99,KS91
HA281,YA101
BM224,TA29
DRD6,ALSHNB10
HL126,MN39
HA127,CO32
MN25,CN95
EJ109,BC57
CN63,RAO3
CS49,TLR6
EJHSG33,PK41
MV2,HA131
FRNHNB4,KSAHNB181
CAE28,TT164
OC67,LKL82
SA57,MNL57
JS7,BAMNK26
NM256,BM286
GRYNK31,JPNK11
RZ52,LAP69
HA256,MN155
ASI5,SW149
BC46,MV10
NM105,BM126
EQ1,HAN1
MNL25,LAP37
CN6,TA41
NM200,KSAPE84
SH132,BM446
BM402,PPR13
SH93,CS47
AP26,LAP8
CMKBRC5,BM98
MRAHNB11,EJHHNB40
BM403,MNL120
ASI6,FP52
SMY8,DLF9
TB164,RM53
VIN11,CVN34
BM431,CD36
NK6,AX25
WVG39,RZ66
MN10,RR6
MH18,CVN20
KS7,SH74
JE49,ML149
TT156,LAP39
EJ34,HA172
NRAHNB5,MAR28
ZACHNB25,ZACHNB46
VIN53,UF5
AVMBRC27,MNL116
EQ20,AMR38
BM444,SW303
ML97,HA203
JS12,SW376
BC75,JS76
GBA23,JS85
TA4,TR58
CAS60,RB9
MNL53,DM55
ML130,MN70
DNANK1,KSANK24
DJ2,SH213
DJ2,RT72
TNT36,DL101
IA18,TB69
DVF170,KP23
BM237,BM350
BC63,SH130
SWANK40,KSANK109
DVF56,PK164
YK32,SW170
TT208,BM468
SBL18,CS64
CD13,OC4
CMKBRC32,JLSSPE7
BM125,MN50
BM343,YA96
CD6,HA182
ML101,GC6
PK27,HA114
PK147,BM311
CN21,CN100
SMDPE35,ANHPE17
MB13,NK37
HM38,MSGM56
MN6,BM310
CVN53,RZ50
HA259,MNL169
JS24,EJ110
NM197,NM189
JS87,BM269
TNT37,RRY12
JS73,SH207
LR17,CY2
SRHNB58,KSAHNB201
BM329,ABR6
LAP38,RBMKHNB38
PPC40,OC104
SA59,BM139
DVF80,SW170
SMY9,CD37
KS34,SH120
HL126,HL93
BM344,PK194
TYB13,MNL131
BM465,MNL217
MOHNB12,PK54
BM230,KM5
NRAHNB8,ALD19
HA77,KO11
TBA1,JE86
JS38,BM428
CN38,HB14
BM311,CN1
DVF84,BSH22
OC93,MLM3
LMC11,LAP14
RZ4,MNL127
MN19,CP6
DJ14,RM44
BKHNB16,NM318
MJPE1,CS45
SH122,MO73
SH122,ZP6
BM48,KU4
EF71,MNL75
MNL,TA61
AMU8,EF99
PR49,BL60
RT77,LAP10
RAO40,KF18
HB7,HA68
LVD7,DRW3
HA127,TT49
STS3,EJ75
TR37,CN67
DL83,RT145
HB3,PK42
TT184,AX27
CR100,SW241
SAL3,NM279
SA87,SH242
EJ55,MO127
DVF86,ODLRPE134
SH158,MNL83
TT78,PPR8
CP6,PG46
TNT17,LVD9
SWANK19,KSAPE34
CLO30,CR111
TH40,WW5
NK22,BM408
ET26,LKL6
CD7,NK28
SH162,CN96
ELQ27,TNT69
DL43,VIN15
TYB68,AQ19
ML107,NM130
AP33,BM286
EJ7,BM418
TYB10,BM411
CV45,NM163
BM430,NM200
RZ58,NK72
DVF53,NK9
RA6,MNL64
CMKBRC31,EJHRNG20
BM143,JG39
BP26,SA60
BP26,RAO28
CMKBRC17,JLSSBRC1
BM299,TA117
KS124,RT72
CN6,BC108
RT121,NLS26
SW117,BM370
RT74,EJ31
TA53,JG24
DVF83,JE8
PH53,JG72
NCMPE1,KSPE37
BM357,LFPE84
BDK17,LP67
RT131,TYB11
TA22,YB2
RED18,BC152
ABPE35,HL195
MN133,BM180
MNL48,BM261
ABBRC12,LFBRC32
ODLRNK24,LSNK6
MN42,KO11
MN41,SW315
KOM27,JG100
MN66,BM347
VIN6,EF183
JOA22,SW333
BM208,SW149
BM284,CS61
RZ61,SUM9
BM162,EF182
CUP3,RZ66
ZDV16,DL122
HA106,BM162
RT90,RBMKHNB74
JS16,NM121
EJ173,YA108
CN95,NM276
SLN19,MNL96
EJ52,EF25
PK28,MAC6
MNL12,TA30
CN79,MN62
BC139,SW348
SW329,MNL174
TYB29,RT73
MNL172,NK63
ALC42,AX107
BL11,FK1
ALQ3,TNT33
SW330,NK60
SH78,HTC10
EQ11,KS101
BL18,AMU30
PR49,OC75
JS46,HA190
SW322,LAP11
ALC20,LKL83
GJBRC1,NTNK18
ADE27,BJN7
EF74,JML12
BU7,BM23
ELT15,CY14
MSGM71,TB209
JS74,ELQ18
CS67,BM470
NLS91,ABNK117
HA85,BM302
BRA7,LRHHNB15
JS37,NM118
NLS17,RMB2
BM250,MNL58
SA102,GJPE30
PK153,AX24
ALSHNB11,FLN1
NK8,CR107
RZ56,CAS65
YK15,KO11
NLS28,HL187
CS57,TT283
FRNHNB10,RFHNB8
CN79,MNL217
KJLNK11,SRHNB59
MNL105,MNL50
BM362,MN52
RCASG3,PK41
JS77,TA29
NK116,NK22
EJ60,TB157
DL39,DVF108
NK60,SW241
NM179,RM18
HA253,CR95
ET28,VD4
DLM26,RY21
MO23,LAP5
JG38,TT117
BM261,LAP15
FK4,DVF84
CD14,PPR2
JE9,RZ53
CRK3,SAB4
AMR28,JS141
RED1,MB2
BM165,BM154
EF88,SW157
BDV6,BAMBRC3
SH162,SH164
EJ102,LAP10
NC31,BP38
NM266,NM264
GJPE16,ODLRPE75
SWANK81,DVF115
PNK1,CL35
NR42,RBMKHNB20
LAP13,HHAHNB9
TH71,AMU50
GBA5,RV3
MNL134,MAH5
JS26,NM118
BL50,CY7
BC63,SA52
TH62,GA21
JG18,PK80
AF22,BM23
AF22,BM250
ML202,NM205
RM12,TRT8
SW145,JS12
JML12,NC83
ML254,ML256
ML254,DJ35
MN63,SH200
LAP46,BM521
BAMBRC6,SH119
JG21,BM125
KSPE24,ANHPE15
EJ79,MNL122
DL118,WIS7
FP1,TNT19
BM168,BM377
SW78,YB24
NLS22,MN40
TA30,MN108
TNT22,LAV11
HHPE5,LFPE2
HA47,EF116
EJ109,MNL75
RAO39,ABPE77
BC99,VIN2
SAL4,VLS3
RM20,DL25
DVF41,NM149
TT117,ML141
KS17,ML63
ALC42,TNT37
HB3,JS111
BM316,CR12
TT185,TLR8
RT128,PPL12
KS86,PR58
TA53,SWAPE9
TE36,PLS20
NR38,DLM40
LAP7,LAP43
MS55,CR19
MNL167,NLS10
NM143,MNL169
JS95,DM58
SW161,MN38
EJ109,NOIPE13
JS74,INT9
EJ26,MNL2
SA79,VO15
HA67,BM93
BM445,BM433
SWAPE57,MAR2
TA58,MN118
SW291,SH194
RJGBRC32,PK86
KJLNK84,JML17
JWG34,AMR35
EJ7,EJ59
DK9,MN38
SB16,TB171
STS33,NM315
BM284,SA60
TB140,SW149
CD6,HA138
TB126,ML179
TE40,SA73
AVMBRC27,ABPE67
MNL37,BM370
CO30,RVN23
EJ101,HL183
ALD17,NM130
FP12,CR95
BM218,MN57
BM159,NK39
MW33,ML97
EQ11,RBMKHNB106
CUP35,PPC23
ANHPE17,EBMPE39
CAS21,HA258
KU10,TA127
BM154,MNL122
HA276,PG23
JS74,NK39
KU11,MR10
ML108,DVF131
BM98,AP30
BL53,NLS9
BL53,JS72
BDMPE6,BC75
BM548,HTC27
KSAPE10,EUG2
ALC66,THF10
KJLBRC12,EJHBRC48
RAO12,ODLRPE49
LP66,SH123
BC94,HL171
PRLPE35,LFPE27
MN135,MNL125
CNRNK5,ODLRNK91
MNL4,HTC53
NM174,MN41
DM31,SMHNB3
EJ57,HL153
PK234,ABT3
TB245,KS151
TB245,SW641
MNL167,DTP3
SW165,JSC14
NC32,NM124
TE47,BL23
NM283,EQ51
SW159,DVF47
BM462,CD37
SA57,HA111
VLV1,TT60
KPL18,CUP6
ASI5,KP23
SLN14,PG23
JE19,FP19
HL142,CR18
LMC13,BM343
RAO20,MNL43
KPL16,OC94
CR120,MKP7
BC43,TA29
DL2,NM203
BM168,JS137
CN64,MO95
CA28,RZ4
TH37,LKL29
LSS23,BM402
AMU43,NM261
BC82,HA171
FK3,CRY4
RR5,DVF59
HL137,NL37
PK99,SW147
BM252,TR57
DVF135,AMU101
LAC11,TH71
SLR19,PK91
HL171,HL162
PH25,OS10
SW241,LSS11
JG58,JS41
LKB3,TNT24
VD1,OC64
HA283,CAS43
TA103,LAP43
MRAHNB2,ZACHNB51
SW78,VLV10
KPL4,SA112
TLR4,MNL75
NLS80,LAV22
RM20,KSANK67
ADP75,CS56
ADP6,NOIPE13
NMK3,CP18
TYB28,NLS26
SWANK131,JS141
OS15,BM268
NK20,RM46
MN53,MJNK40
SB71,TB203
MO86,BM218
NRAHNB8,LRHHNB3
SA79,NM162
ALC37,RL21
HA129,HA108
NC32,BM218
LRHHNB36,FRLHNB10
LAP48,HL202
DL117,KF25
KS34,EJ77
CY4,TT80
PK80,SA44
BM125,DVF25
EJ69,BL60
EF210,MN64
RT133,MST2
ML123,DVF109
BM403,CS56
AJY3,BM413
YK14,PK45
BL59,TA113
FP38,DL37
PK50,TA121
ALC9,SHL7
JWG36,LST2
VE5,YK17
MV17,JS79
NM143,CD5
SW268,CVN14
BM298,LMC14
KSBRC15,BAMBRC32
OS6,MV12
HL101,YB19
DVF200,JG42
MNL55,NM124
ANHPE17,PRLPE39
BM528,SW440
CN10,MSGM56
ALD41,RT93
BM179,SWAPE190
HOHBRC1,INGHNB1
TT115,SMDNK33
LAP14,HL161
BM404,MN52
HL143,NM294
EF106,BM352
GA24,BSH28
WVG39,BBC8
HL157,HA59
MN18,BM126
MN18,BM302
TYB12,VIN26
RZ65,ZDV30
VE25,AP15
MNL53,MN38
YK14,SA75
SW435,MN149
LSS17,HF3
SW395,MST11
BM446,NTC2
BM446,CO58
RA22,MNL65
MSGM37,NM259
HHPE5,SMDPE2
LKL25,TT155
AMU53,BC148
KPL26,SAL39
BM419,BM439
PK100,TLA3
HA258,SW282
HA258,BM365
DLM11,DL140
TH70,CUP22
MOHNB13,EJBRC1
MNL111,BM446
MW35,MNL57
BM218,TA72
NM120,SH239
BAMPE2,SW276
MRW2,CO41
HA152,SLR2
RL18,KS192
DJ13,KK19
MNL12,AID7
BC68,BM263
BM252,MN39
BDVCB3,NM257
ML179,SW302
DVF43,CLO27
MNL38,ADP11
NC87,MN39
PLS17,PA9
YA101,HL192
EF121,MNL103
HA59,NK6
CAE26,VIN13
TYBAHNB37,BC145
DVF213,RT164
NCMBRC1,MN111
OC26,JG75
LP18,KS46
LP18,KS55
BM143,CN65
MSGM37,NM266
MRW3,EJ74
RVN11,MN32
IA18,DVFAHNB2
EMAPE29,ETKPE18
HB43,SH202
BM299,SW330
CS48,BM316
NK23,RAO19
BM356,NC71
GRYPE19,SRHNB71
GRYPE19,PRLPE1
HA99,BM270
BH46,TYBAPE105
YK20,HAN3
TW8,NK7
VIN26,JE47
RA3,MN9
SB30,AMU68
DL120,JE66
MNL69,MNL68
MNL69,NK63
MJPE4,HHAHNB4
TT201,BH18
KF24,MNR14
BM366,CP6
DVF55,EQ42
MH23,NH1
KS79,BL30
TT115,CY14
CAS64,EJ89
RT140,RBMKHNB32
EJBRC4,SMDBRC15
JG60,CAS19
BM273,RR90
FRNHNB7,HHAHNB7
VIN33,MH24
GV12,EQ16
NK6,PPR3
LSS2,SH151
EF76,MS40
AP29,MNL128
CLO6,MN21
TH62,NM250
SU23,CR98
RA8,BM296
KS162,BJ1
AID9,PK219
BM261,NM200
JOA31,JOA21
NK32,IA26
RZ59,NM292
SAB2,DL108
KPL32,SBL25
BM249,KS99
BEC7,TH68
LMC5,KM3
NM316,ML126
BM143,ADE10
SW157,CN57
RNS2,GJPE50
NM200,SWANK20
KJLPE95,MRAPE5
HTC23,ELQ31
BC105,MN112
CV49,TT157
KJLPE28,LAP39
PBO3,OC112
BM359,NM201
NRAHNB10,LRHHNB45
JSN26,HB65
TB117,CLVHNB29
BC68,NLS79
CO67,INT9
ANHPE23,BM448
DTP21,DTP1
TE57,CR91
JS47,TA40
EJ107,EJ104
MNL121,BM420
TA102,CT18
ML179,LR79
SW272,MNL171
SW272,MN107
ASR3,SBAHNB11
NM169,CN6
TA53,HL211
RT69,TNT31
CR35,GV14
MGLPE18,NTPE13
DVF186,SU33
MNL194,ABR10
HA203,BM362
KPL20,RED24
TT72,NK2
CN95,TA27
FP13,CY7
MRW16,TA64
SLN18,BM377
DVF155,AAD9
BM177,MNL122
AMU1,LAP41
LSS27,YA105
LRHHNB6,PK142
TT50,LP73
JE9,NO22
PKB1,BM174
PKB1,NL44
BM208,KS43
PPL5,LKL93
NM188,EF68
RJGNK10,YA99
FCHNB2,EDPE38
BM430,BM481
BM430,CD39
HL207,JG66
MW26,BC91
MNL204,MN142
PPR7,BM309
ALQ4,ODLRPE140
MW35,CLO29
FP63,NM316
TJ3,JE9
LKL45,HL183
DVFAHNB19,DVFAHNB17
BC99,LP53
SB30,KP23
RR93,CT21
NM145,MNL43
AAD17,CN80
LKL5,LKL39
ADP67,TBD2
CN35,MN69
PH38,PK145
BM448,NK8
ODLRPE134,TYB44
JWG36,SB59
VD3,ELCPE57
KNZ4,KP20
CLO61,BM373
SW277,BM485
OC18,ML83
MNL96,VW48
HVF1,BC151
INT10,KS36
TW2,CP17
LAP44,CD37
MW33,TR35
LKB11,LP83
NRAHNB5,CT30
DLF14,YA115
HA259,ALC8
BM362,BM433
CR38,CR108
SW381,SA79
CAS38,MNL183
NK8,MW21
MB7,CE9
TB144,EQ49
EF129,RZ33
BC91,HL169
DVN5,LVD1
hl136,SH95
KSAPE98,MJPE59
FK3,KNZ4
KSARNG82,SMDPE39
LSS3,NMK1
SW23,SLR16
KOM12,NL60
TA126,BM162
PRLPE6,EJHBRC17
RT113,DL134
NK39,BP38
MNL2,BC45
ASR16,SLR12
NK44,KS70
ASR16,BDK34
SWAPE75,ELCPE46
SAL11,SH69
BL11,TYBABRC14
BL13,BC134
JS96,LKL34
SH88,ET10
CS33,GA3
CN10,SW161
WDHNB18,JDLHNB6
TB173,DRW7
AMU11,AMU15
AMU11,CRK6
IA17,RT53
HM45,WVG53
MRW5,TT118
BM223,NM201
BM364,HA181
HA174,HL104
ALD9,JN4
PH28,CLVHNB12
NRAHNB8,KP19
LKB9,NC66
SH61,HA76
BC58,PRLPE42
KP57,JS51
PK94,KDSPE100
BL65,AX56
CO36,CLO57
TFL9,RZ74
MN155,TA55
BM213,ADP36
JS77,BM264
NM269,MN125
SWAPE141,ODLRPE163
GJPE2,CD27
KSPE40,EJPE4
CV50,CMO12
TYBAHNB1,NL54
TB118,SH100
JOA31,SH191
MN61,EF123
HL171,TE53
AMU77,MNL201
BM403,MN155
LKL39,KS116
EQ3,BL3
BC82,HA118
NL101,CVN55
NL101,CAE3
ZACHNB4,TYBAHNB64
NK22,EJ47
LP53,NL53
JOA28,MH33
JE101,SLR15
NK22,BM210
JS52,NM197
AMU45,RED13
JS31,MNL95
CT30,CAE14
RZ87,AMR23
EJ27,MNL217
CEL17,KS90
ANR33,NL85
AP29,SW101
MNL42,NM129
KDSNK67,ABBRC68
DL155,MTS11
BDK62,KP66
HA271,TA118
SW163,SH160
RED49,NLS50
SPL8,EMS2
TA27,SW105
MN2,BM180
BM240,MNL43
BM241,BM344
MB9,BC106
SU15,BU28
LSS10,SA62
NL43,BC136
NL84,ALC16
DL106,TRT8
CN91,CS70
RM46,KS98
MG19,OC53
BM284,NMK3
YB38,NK49
EF63,BM289
HB3,CV45
PRLPE18,ELCPE20
SA68,SH95
SA68,AP15
DVF70,NM349
RT190,PAP6
KP40,TA113
TYB28,HTC18
EJ51,SH253
NK38,EF91
CRABRC15,MN156
EF88,SH93
EF88,NC84
ABPE77,INGHNB13
FP4,JE16
ML204,JAJ12
BM278,HA129
SLN31,KP33
BC72,EJ58
SW377,EJ149
SW377,FZ8
CN73,CN6
MN57,BM366
LMHNB4,NRAHNB21
BM128,BM340
SLN13,KOM24
LAC10,NLS81
MNL45,MN14
BM111,HL161
NLS17,EJ147
MNL193,NM268
EVF3,SH58
JS84,LKL34
ELT16,TA71
CY11,TT33
DJ18,MG15
SAL5,BEC2
MNL62,MNL42
DVF57,ANR18
EJ111,EJ156
ML187,RED41
NTC2,BM166
KP18,BM336
ER17,RT66
SAL7,CAS39
MN29,MN22
SWAPE24,JPPE27
DTP11,EF199
NMK13,CS55
ML84,DVF115
RED46,CO71
TR54,WVG17
CRLBRC2,LRHHNB11
KF18,YA89
JG65,JS85
CMKBRC5,MNL116
EJHHNB29,TNT3
MNL125,JG40
EJ144,TA115
TE51,AX50
MNL196,SH167
TA13,SH147
CS72,MNL203
TB205,RT116
ABPE22,KDSPE60
PR79,ML223
HA245,ASR14
TNT29,TA127
TA72,NC32
BM250,VW29
BM170,OC21
TR53,BM259
EJ7,AMU17
NM176,EJ87
ZDV3,BDK3
BM167,MQ12
LAP14,SH207
PRLPE18,KSARNG60
HA143,SH133
EMAPE23,ETKPE23
YB1,SH206
RT78,DVF217
SW315,ADP56
AMU35,DVF169
ML217,CRK2
NK55,PPR5
EJ34,SH146
VE10,EF117
FRNHNB2,WDHNB4
CAS22,CAS25
MAC2,BM347
HL131,HL138
MRW10,DVF79
SW144,LAP59
RFHNB8,LMHNB4
MLAHNB2,HHAHNB7
ML206,STO12
ELQ7,ADP32
NL60,MSGM38
NL39,EJ34
KDSPE31,MGLPE10
SMY1,RBMKHNB108
YK16,EJ69
AX60,WVG15
HA159,BM263
SLR4,TYB16
STS54,SLN44
CND4,AX51
SU30,BL18
KS58,DLF12
HB4,CLO2
KP20,CMO11
MNL43,PK151
RM57,JE69
MN41,MNL68
CR34,TB161
KJLPE19,SRHNB18
CR112,CR107
INT10,AX28
EJ78,SW106
RZ14,BKHNB18
MNL24,MNL17
MBG4,SAL15
CN53,VLV10
NM129,CD5
CY11,BDK19
TT52,MNL128
MNL222,BL84
MOHNB2,RFHNB1
MNL196,ODLRNK145
SW155,DJ35
AVMBRC17,CMKBRC17
AX5,BM317
TA69,MNL48
ALC7,EJ22
SW272,MNL105
MNL58,BM251
SLR3,SW154
BM208,MNL28
BM293,AMU78
TNT27,CN96
SH126,DVF40
CV45,MS54
LAP13,MNL53
HTC7,PPR14
HA155,CD14
EQ50,NLS32
RED18,RED7
KDSPE23,ABPE34
DVF141,KS168
JG60,BM348
JG60,NK39
SW18,SW87
EJ104,NLS47
BM170,GC6
DVF38,SH123
DSQ1,BM165
EJ52,HL163
